wohnflaeche_qm,qualitaet,baujahr,preis_usd
65.0,6,1918,310000
93.8,7,1961,350000
228.5,7,1961,790000
207.2,8,2003,305000
145.9,7,2003,315000
222.0,7,1977,267500
321.4,10,1950,1750000
223.0,8,1987,435000
273.1,8,1966,482500
744.2,12,1999,5110800
145.9,7,1959,439995
141.2,7,1967,460000
99.4,7,1971,194000
40.9,5,1943,290000
226.7,7,1963,274700
247.1,8,1910,900000
414.3,11,2001,1150000
186.7,9,2008,605000
134.7,7,2004,359000
130.1,7,1951,850000
139.4,8,2002,505000
232.3,9,1990,565000
118.9,7,1955,585000
314.0,7,1990,328000
270.3,9,1957,749950
284.3,9,2006,826000
123.6,7,1977,535000
306.6,10,1991,925000
301.9,10,2001,875000
235.0,9,1976,902000
170.0,7,1951,423000
108.7,6,1968,235000
272.2,8,1980,545000
114.3,7,1961,343000
150.5,8,2002,334950
163.5,7,1956,405000
133.8,7,1959,220000
161.7,6,1947,173000
118.0,7,1906,655000
81.8,6,1924,406000
237.8,7,1961,632000
143.1,7,1990,357000
106.8,7,1964,361000
71.5,6,1948,277000
428.3,10,1980,630000
171.9,8,2003,254000
170.9,8,1961,472800
138.4,6,1913,263000
138.4,6,1913,510000
89.2,7,1952,179950
146.8,8,1973,525000
117.1,8,2008,479000
180.2,7,1940,651000
231.3,8,1958,949000
234.1,7,1942,392400
163.5,7,1950,585000
389.3,7,2004,460000
108.7,7,1951,470000
148.6,7,2003,245000
256.4,8,1978,500000
194.2,8,1989,455000
215.5,7,1999,485500
381.8,9,1921,1875000
71.5,7,1978,100000
131.0,7,1982,307000
340.0,10,1994,475000
202.5,7,1972,330000
103.1,7,1960,130000
211.8,8,1998,320000
262.0,9,2013,735000
145.9,7,1972,365000
111.5,7,1968,234000
158.9,7,1970,211000
278.7,8,1969,680000
260.1,8,2002,457000
152.4,7,1989,349000
188.6,7,1979,360000
235.0,8,1998,350000
92.0,6,1960,208000
73.4,6,1942,250275
73.4,6,1942,435000
167.2,6,1984,270000
153.3,7,1961,438000
183.9,8,1938,659000
217.4,7,1974,645000
259.2,9,1999,685100
260.1,7,1963,350000
170.9,6,1955,375000
125.4,7,1966,170000
281.5,9,2005,880000
183.9,8,2008,410500
342.8,10,1996,780000
346.7,10,2001,1225000
140.3,8,2005,449000
185.8,7,1921,546000
163.5,7,1977,317000
118.0,7,1958,276900
243.4,8,1965,399000
244.3,8,1976,495000
210.9,8,1978,258000
223.9,7,1912,600000
104.1,8,1999,265000
281.5,7,1978,321000
197.0,7,1910,682000
159.8,8,2000,295700
199.7,9,1985,609000
406.9,9,1968,995000
186.7,8,1986,530000
292.6,8,1907,614000
232.3,8,1986,390000
157.0,7,2004,467000
306.6,8,1980,484000
115.2,8,2003,340000
204.4,8,1994,302495
150.5,7,1927,532500
224.8,8,1993,441500
249.0,7,1967,470000
394.8,9,2004,2300000
223.0,9,1996,590000
213.7,8,1942,320000
85.5,8,2009,363000
218.3,9,1977,747500
244.3,8,2003,750000
201.6,9,1982,831000
157.9,7,2004,403000
229.5,7,2005,445000
116.1,7,1970,345000
288.9,10,2003,2260000
142.1,7,1977,371025
89.2,6,1916,355000
115.2,7,1972,270000
226.7,7,1957,425000
215.5,8,1967,364808
146.8,8,1981,320000
275.3,9,2006,325000
229.5,8,1984,350000
127.3,6,1947,170000
89.2,6,1984,255000
105.0,7,1947,550000
458.0,12,2005,835000
106.8,6,1946,420000
203.5,8,1958,925000
138.4,7,1956,389250
241.5,8,2004,748000
142.1,7,1988,284000
156.1,7,1950,588000
156.1,7,1963,372500
176.5,7,1988,285000
145.9,7,1954,360000
127.3,7,1930,275000
125.4,8,2003,428000
279.6,8,1969,847000
93.8,6,1977,316000
190.5,8,2000,375000
155.1,7,1967,533000
356.7,11,1991,556000
206.2,7,1966,225000
240.6,8,1978,537250
109.6,7,1967,255000
274.1,7,2006,530000
686.6,12,1991,5300000
199.7,9,1996,595000
195.1,7,1958,548000
153.3,7,1980,234975
150.5,9,2005,600000
162.6,7,1967,432000
128.2,7,1986,455000
140.3,7,1965,279950
148.6,7,1963,267500
170.9,8,2000,620000
77.1,6,1943,110000
168.2,8,2009,625000
84.5,7,1952,389000
197.0,9,1905,1200000
233.2,8,1977,788500
195.1,8,1974,567000
249.9,8,1987,515000
225.8,8,1968,605000
227.8,7,1936,430000
144.0,7,1920,805000
193.2,8,1999,567500
119.8,7,1916,647500
171.9,7,1903,495000
313.1,9,2006,825000
253.6,8,1987,435000
120.8,7,1968,445950
282.4,10,1993,960000
226.7,8,1929,780000
159.8,8,1969,274500
300.1,8,1909,729953
111.5,8,2008,464950
218.3,8,1959,620000
288.0,9,2005,735000
189.5,8,1959,450000
185.8,7,1916,450000
200.7,9,1902,842500
183.0,7,1979,360000
210.9,8,1998,585000
171.9,7,1977,461000
125.4,7,1949,345000
304.7,10,1970,1075000
210.9,8,1988,643000
262.0,9,1990,690000
111.5,7,1949,282000
185.8,8,1951,549000
214.6,9,1926,815000
431.1,8,1952,2200000
216.5,8,1984,700000
366.0,9,1992,933399
133.8,7,1967,290000
182.1,7,1979,372000
116.1,7,1920,450000
184.0,8,2010,303700
226.7,9,1989,672000
106.8,6,1970,334000
104.1,6,1944,260000
167.2,8,1941,749950
221.1,8,1984,330000
271.3,8,1960,830000
259.2,8,2006,1131000
144.9,6,1948,320000
144.0,7,1920,260000
157.9,6,1945,225000
59.5,5,1939,279200
249.0,8,1942,520000
172.8,8,1987,505000
138.4,7,1975,234000
229.5,9,2005,503000
222.0,8,1979,606000
114.3,7,1937,433500
263.8,8,1951,250000
197.0,9,1984,719000
164.4,8,1959,381000
231.8,8,2007,267000
108.7,7,1962,275000
254.6,8,1993,651000
97.5,7,1949,439000
105.0,7,1955,325000
81.8,7,1938,490000
223.2,9,1999,519900
316.8,9,1984,545000
494.2,11,2003,1062500
176.5,7,1955,542000
168.2,7,1961,465000
111.5,8,2006,408000
191.4,8,2000,292000
116.1,7,1994,253000
84.5,6,1942,280000
237.8,10,1986,658588
178.4,8,1969,635000
208.1,8,1978,439000
117.1,8,1999,300000
126.3,8,1960,345000
195.1,8,1978,283500
196.0,7,1911,425000
205.3,8,1974,685000
219.3,8,1983,750000
118.9,6,1960,245000
254.6,7,1962,585444
254.6,9,2009,706000
244.3,7,1944,445000
153.3,7,1990,241000
164.4,8,1957,1175000
139.4,7,1927,530000
132.9,7,1948,350000
296.4,10,1999,1700000
118.9,7,1968,389000
222.0,7,1945,799000
375.3,9,1951,1400000
85.5,7,1947,340895
253.6,9,1996,780000
122.6,7,1993,350000
243.4,7,1999,470000
295.4,11,1985,914600
269.4,8,2005,354000
176.5,6,1920,470000
163.5,7,1927,715000
70.6,6,1950,265000
344.7,10,1936,2537000
142.1,7,1950,640000
184.9,7,1929,290000
355.8,8,1976,480000
189.5,7,1954,535000
201.6,8,1965,907000
150.5,7,1974,459000
334.5,9,1950,1355000
136.6,7,1967,264950
163.5,6,1900,352950
207.2,8,1974,491500
350.2,10,1989,1229000
111.5,7,1952,369500
194.2,9,2004,566000
139.4,7,1968,290000
743.2,12,2009,5350000
80.8,6,1969,180000
93.8,6,1944,215000
93.8,6,1944,302000
172.8,7,1986,352500
123.6,5,1942,235867
163.5,8,1978,500000
167.2,7,1995,382000
157.0,7,1930,515000
61.3,6,1919,250000
223.0,7,1939,672500
280.6,9,1989,755000
139.4,7,1910,707500
144.9,6,1924,459000
101.3,7,1959,140000
90.1,7,1905,495000
296.4,9,2007,757000
296.4,9,2007,765000
175.6,7,1955,359000
97.5,6,1900,440000
129.1,7,1965,400000
157.9,7,1941,652000
97.5,7,1980,260000
310.3,9,1964,1328000
143.1,6,1964,519500
158.9,7,1928,650000
195.1,8,1978,280000
160.7,8,1965,515000
139.4,7,1986,400000
221.1,9,2003,652100
202.5,7,1980,235000
170.9,8,1907,701000
217.5,9,1997,640000
157.0,7,2002,455800
231.3,8,1993,504750
226.7,9,1992,483000
85.5,6,1950,530000
95.7,6,1956,250000
185.8,7,1994,229950
391.1,9,2001,884744
149.6,7,1977,514000
177.4,8,1977,532000
247.1,8,2004,423000
76.2,6,1922,420000
160.7,8,1988,521000
219.3,8,1979,577000
90.1,7,1956,425000
228.5,8,2004,495000
249.9,9,1987,340000
169.1,8,2014,499950
322.4,9,2014,1218000
313.1,8,1977,720000
157.9,7,1970,249000
124.5,7,1978,206135
185.8,7,1968,300000
356.7,8,1949,612000
361.4,10,1950,1102030
113.3,7,1970,230000
211.8,8,1936,850000
257.3,7,1979,355000
234.1,9,1990,442000
284.3,8,2001,399000
222.0,9,1999,360000
122.6,8,1978,390000
269.4,8,1977,413000
65.0,6,1951,190000
205.3,8,1998,432900
202.5,9,1986,621138
193.2,7,2003,270000
194.2,8,1980,610000
159.8,7,1941,500000
228.5,8,1968,715000
136.6,7,1958,264000
153.3,8,1901,550000
157.0,8,1997,337000
90.1,6,1962,170000
188.6,7,1972,405000
236.0,10,1984,775000
145.9,7,1983,425000
239.7,8,1967,713000
194.2,8,1966,555000
302.9,9,2003,810000
355.8,11,1990,1250000
197.9,8,1908,819000
157.0,8,2013,409900
165.4,9,1974,935000
150.5,7,1947,657500
391.1,9,2008,900000
276.9,9,1998,932800
138.4,8,1977,391000
196.0,8,2000,420000
609.7,10,2002,1300000
140.3,8,1956,415000
170.0,8,1946,350000
114.3,7,1948,375000
202.5,8,1947,860000
206.2,8,1961,495000
160.7,7,1962,250000
184.9,8,1968,365000
143.1,7,1980,503000
102.2,6,1944,150000
152.4,7,1912,450000
240.6,8,2001,355000
134.7,7,1972,245000
109.6,7,1992,265900
169.1,7,1975,299000
219.3,10,1968,957500
104.1,7,1972,343000
152.9,7,1994,307500
391.1,10,2004,937500
230.4,8,1976,610000
147.7,8,1952,720000
197.9,7,1919,610000
153.3,7,1967,434500
287.1,10,1979,602500
202.5,8,2002,607010
167.2,7,1947,610000
345.6,10,1983,828500
102.2,6,1961,199990
142.1,7,1987,294000
279.6,9,2005,789500
325.2,10,2008,797000
288.0,7,2006,539950
185.8,7,1962,284950
212.7,7,1965,776500
223.0,7,1967,525000
171.9,8,1999,303000
341.9,9,1988,722080
98.5,7,1959,140000
98.5,7,1959,235000
149.6,7,1903,440000
216.5,7,1940,605000
112.4,8,1950,380000
142.1,7,1925,352000
210.9,7,1979,420000
240.6,10,1930,1175000
171.9,8,1953,1375000
139.4,6,1933,300000
440.4,11,1990,1150000
158.9,7,1951,453500
178.4,8,1972,443500
106.8,7,1954,332000
215.5,8,2004,655000
131.9,7,1950,475000
144.0,7,1988,372500
271.3,8,1921,1050000
150.5,7,1945,500000
213.7,9,1950,900000
99.4,7,1989,327500
166.3,7,1913,390000
140.3,8,1985,451101
124.5,7,1914,455000
311.2,10,2004,650000
232.3,10,1993,895000
218.3,7,1952,800000
236.9,9,1987,703770
122.6,7,1968,249950
118.0,6,1926,512000
323.3,8,1972,780000
262.0,8,1986,336000
196.0,6,1955,285000
102.2,7,1981,229900
178.4,8,1931,667500
175.6,7,1978,378000
235.0,8,1991,454000
236.9,7,2005,537500
144.0,6,1926,425000
163.5,7,1998,290000
118.0,7,1963,349500
116.1,7,2006,370000
150.5,8,1961,549500
66.0,6,1942,245000
99.4,7,1994,208000
215.5,8,1966,248000
506.3,9,1984,610000
155.1,8,1999,550000
279.6,10,2001,750000
124.5,6,1940,192000
73.4,7,1908,169317
315.9,10,2008,1198000
142.1,7,1923,880000
86.4,6,1948,210000
143.1,7,1973,180500
184.9,9,1984,540000
213.7,9,1984,520000
113.3,7,1968,177500
221.1,8,1956,415000
187.7,7,1968,495000
175.6,8,1966,325000
123.6,7,1985,440000
138.4,7,1959,411000
329.8,9,1998,810000
189.5,7,1962,561750
221.1,9,1963,835100
165.4,8,1985,450000
153.3,7,2004,238000
140.3,7,1974,299000
102.2,7,1941,570000
203.5,8,1978,340000
163.5,6,1912,450000
167.2,7,1966,272750
185.8,6,1949,520000
92.0,7,1960,284950
137.5,7,1949,255000
111.5,7,1941,231500
278.7,8,1979,415000
325.5,7,2006,330000
120.8,7,1963,365000
123.6,7,1928,425000
171.9,7,1958,400000
208.1,9,1989,335000
117.1,7,2003,342000
260.1,8,1997,490000
169.1,7,1969,331500
160.7,8,1996,960000
311.2,9,1985,720500
313.1,8,1912,830000
115.2,7,1926,662990
217.4,6,1959,220000
174.7,7,1952,349950
168.2,7,1922,550000
217.4,6,1941,396000
262.0,7,1911,635000
94.8,7,1940,293000
194.2,7,1979,339000
170.0,7,1991,285000
276.9,7,1916,775000
148.6,7,1959,224000
412.5,10,1922,2250000
111.5,7,1959,165050
114.3,7,1913,275000
272.2,7,1951,445000
220.2,8,1978,510000
282.4,9,2001,1230000
149.6,7,1970,390000
218.3,8,1977,460000
185.8,8,1958,700000
327.9,10,1987,874150
206.2,8,1987,470000
185.8,6,1961,374000
112.4,7,1950,510000
105.9,8,2007,467000
226.7,8,2002,576000
144.9,6,1992,196440
298.2,10,1993,825000
86.4,7,1981,281000
165.6,7,2000,326000
161.7,7,1980,340000
342.8,9,1985,440000
272.2,9,1998,749000
114.3,7,1963,340000
185.8,7,1916,561000
141.2,7,1988,270000
96.6,7,1919,600000
104.1,6,1969,219900
280.6,8,1992,617000
169.1,8,1978,469000
127.3,7,1942,229000
290.8,9,1906,1265000
152.4,7,1958,365000
246.2,9,2001,429000
264.8,9,2003,550000
169.1,7,1955,453000
109.6,7,1977,187500
174.7,7,1955,520500
118.9,7,1977,300000
289.9,9,2005,799000
229.5,8,2003,338000
157.9,8,1906,800000
109.6,6,1945,360000
260.1,7,1968,442500
120.8,6,1920,700000
282.4,9,1968,830000
151.4,8,1987,360400
124.5,7,1960,345000
170.0,7,1966,300000
115.2,7,1959,350000
232.3,7,1972,368000
163.5,8,1966,264000
247.1,9,1990,435000
191.4,6,1903,200000
236.0,8,1929,620000
448.7,10,2014,1679000
130.1,7,1919,337000
397.6,11,1984,1928000
207.2,7,1974,544500
63.2,6,1910,252000
217.4,8,2008,445000
192.3,7,1989,379500
177.4,6,1919,189950
88.3,6,1948,469000
270.3,7,1979,600000
272.2,9,2000,785000
242.5,8,1990,372000
360.5,7,2004,445000
308.4,8,1986,508000
180.2,8,1905,780000
233.2,9,1978,541100
247.1,9,2003,729000
158.9,7,1952,397000
122.6,6,1912,451555
89.2,6,1947,300000
166.3,7,1969,416000
88.3,6,1925,490000
273.1,7,1942,480000
86.4,7,2002,368000
424.6,12,1991,1038000
220.2,8,1952,545000
318.7,10,1998,850000
328.9,10,2003,550000
208.1,9,1984,600000
251.8,8,1968,535000
247.1,8,2014,599950
236.0,8,1955,531000
205.3,8,1968,530000
331.7,10,2015,597326
320.5,9,1997,805000
216.5,8,1968,390000
157.0,7,1901,487250
95.7,7,1967,301000
237.8,8,1923,1175000
181.2,7,2002,299000
406.0,10,1907,2350000
218.3,7,1999,400000
293.6,7,1969,467500
225.8,8,1990,305000
124.5,5,1953,210000
93.8,6,1979,300000
164.4,8,1981,327500
112.4,7,2003,269000
309.4,9,1969,975000
115.2,7,1940,355000
116.1,7,1900,712000
275.0,10,1985,883000
78.0,6,1994,190000
142.1,7,1967,443000
348.4,10,1976,920000
199.7,7,1978,285000
144.9,7,1916,901000
189.5,7,1958,552500
79.9,6,1915,256000
159.8,7,1952,341000
194.2,7,1975,279000
197.9,8,1977,686000
120.8,6,1975,225000
113.3,6,1972,215500
224.8,7,1919,950000
273.1,9,1996,503000
242.5,9,1997,780000
174.7,6,1946,212000
216.5,7,1983,580000
204.4,7,1994,465000
159.8,7,1959,206000
209.0,9,1987,615000
152.4,6,1907,519000
383.7,11,2001,1135000
241.5,7,2005,330000
178.4,8,1955,240000
191.4,9,1988,574000
530.5,11,2007,930000
252.7,8,1975,850000
138.4,7,1974,415000
219.3,7,1929,480000
180.2,7,1957,300000
238.8,8,1980,439000
107.8,7,1938,450000
247.1,8,1989,589000
117.1,7,2003,477000
165.4,8,1951,587500
295.4,10,1905,1315000
314.0,10,1966,1430000
249.9,9,1978,700000
109.6,6,1949,275000
154.2,7,1978,367500
210.0,7,2001,453250
177.4,8,1954,607000
225.8,7,1960,255000
120.8,7,1926,501000
98.5,7,1950,450000
204.4,8,1981,360000
159.8,7,1929,460000
219.3,7,1950,753000
76.2,6,1951,389950
95.7,7,1924,469000
188.6,9,1939,550000
250.8,6,1948,565000
102.2,6,1980,189650
336.3,11,1927,1525000
124.5,7,1980,260000
166.3,7,1960,243000
355.8,9,1969,1100000
146.8,7,1976,249000
187.7,7,1947,720000
309.4,10,1995,905000
242.5,7,1927,824500
242.5,8,1978,762500
161.7,8,2008,580000
170.9,8,1990,380000
100.3,7,1926,805000
115.2,7,1944,520000
522.1,11,1999,1569500
108.7,6,1911,175000
163.5,7,1987,353500
207.2,8,1962,500000
141.2,7,1972,386500
134.7,7,1950,210000
148.6,7,1983,439500
299.1,8,2002,315000
170.0,7,2003,339000
204.4,8,1971,655000
201.6,8,2008,740000
176.5,7,1966,685000
275.0,7,1960,550000
158.9,7,1920,405000
243.4,9,1984,765000
198.8,8,1911,625000
195.1,6,1914,207000
195.1,6,1914,370000
135.6,8,1988,475000
92.0,7,1955,365000
203.5,7,1969,411800
370.7,9,2002,668000
217.4,9,1998,618000
228.5,7,1948,247500
193.2,7,1950,345000
157.9,7,1927,616300
123.6,7,1952,348000
151.4,7,1994,425000
271.3,8,1968,850000
262.9,9,2010,820000
296.4,10,1980,832000
138.4,8,1984,835000
151.4,8,1999,350000
211.8,7,2003,349000
279.6,9,2014,1125000
147.7,7,2004,320000
116.1,7,1968,150000
158.9,6,1949,340000
304.7,10,2007,785500
312.3,8,2004,410500
204.4,9,1978,580000
77.1,7,2005,345000
200.7,7,1933,550000
239.7,8,1998,449500
199.7,6,1954,300000
326.1,10,1988,915000
354.0,11,1989,1575000
187.7,8,1917,599000
197.0,7,1960,755000
116.1,7,1944,400000
91.0,7,1968,133000
116.1,7,1951,330000
102.2,6,1904,330000
123.6,6,1936,375000
237.8,7,1968,485000
171.9,7,1981,470000
259.2,8,1905,1045000
154.2,7,1930,548800
100.3,6,1919,315000
281.5,7,1959,590000
221.1,7,2002,439950
209.0,8,1980,325000
81.8,6,1931,400000
257.3,10,1987,685000
124.5,7,1953,339950
154.2,7,1951,315000
158.9,7,2009,411753
150.5,7,1924,577000
142.1,8,1972,500000
133.8,7,1963,210000
187.7,7,1969,640000
173.7,7,1949,460000
57.6,6,1941,265000
536.4,11,1984,740000
115.2,6,1948,230000
175.6,7,1978,315000
223.9,8,1981,432000
142.1,8,1995,467000
260.1,7,1964,255000
135.6,7,1979,316500
146.8,7,1977,190000
134.7,8,1900,490000
184.9,7,1976,378000
415.3,9,2013,598800
183.9,7,1990,333800
271.3,9,1990,690000
154.2,6,1948,320000
296.4,9,1912,1249000
144.9,7,1961,335000
283.4,8,2004,840000
281.5,8,1986,608250
210.0,7,2005,550000
117.1,7,1966,240000
313.1,9,1980,998000
138.4,8,1978,275000
145.9,7,1977,284200
417.1,10,1941,1715000
380.0,11,1926,2400000
385.5,10,1988,930800
269.4,8,1959,930000
132.9,7,1979,215000
93.6,6,1943,480000
137.5,6,1951,483945
115.2,7,1978,347000
127.3,7,1979,232500
164.4,8,1965,390000
200.7,8,1965,550000
217.4,9,1987,590000
89.2,5,1945,420850
211.8,7,1983,345000
183.0,8,1986,429800
142.1,7,1968,302000
166.3,8,1932,800000
157.9,8,1997,250000
247.1,7,1922,605000
181.2,8,1985,412000
124.5,6,1994,252000
105.0,7,1954,375000
181.2,7,1919,725000
352.1,8,2001,471750
187.7,7,1995,490000
74.3,7,1945,439000
164.4,6,1949,355000
87.3,6,1944,250000
210.0,10,1984,780000
82.7,6,1918,409000
79.9,6,1916,420000
63.2,5,1947,200000
197.9,7,1963,830000
222.0,9,2006,695000
324.0,10,1998,815000
117.1,7,1983,210000
273.1,8,1957,635000
226.7,9,1991,562500
241.5,10,1988,402500
193.2,7,1951,555000
184.9,7,1972,310000
263.8,9,1994,500000
244.3,7,1959,430000
262.0,10,1930,1600000
144.9,7,1923,627500
216.5,8,1998,335000
308.4,8,1981,962000
160.7,7,1959,299000
288.9,8,2001,399950
114.3,7,1968,322000
88.3,7,1949,430000
175.6,7,1966,307000
93.8,6,1943,194000
93.8,6,1920,180000
217.4,8,1983,465000
228.5,9,1978,722500
93.8,7,1921,470450
153.3,7,1990,280000
133.8,7,1966,176250
158.9,7,1926,560000
256.4,10,1991,830000
125.4,7,1952,276900
154.2,7,1906,625000
275.0,8,1900,1015000
101.3,6,1924,463500
288.9,9,1990,485000
128.2,7,1989,272000
119.8,7,2008,305000
183.9,7,1959,760000
80.8,7,1938,387500
229.5,8,2004,352000
198.8,8,1950,507000
71.5,6,1941,156000
138.4,8,2001,580000
233.2,8,1977,630000
181.2,7,1964,275000
334.5,8,1960,835000
221.1,8,1995,340000
66.9,6,1942,329350
378.1,11,1991,1480000
116.1,7,1975,475000
203.5,8,2014,719950
75.3,7,1941,235000
226.7,8,1939,875000
161.7,7,1974,380000
137.5,7,1984,325000
197.0,9,1989,475000
83.6,6,1915,152900
110.6,6,1939,210000
93.8,6,1925,350000
195.1,8,1985,505000
187.7,7,1979,464900
234.1,8,1957,650000
127.3,8,2009,369950
142.1,7,2001,250000
142.1,7,2001,320000
468.2,10,1950,2532000
235.0,7,1974,340000
93.8,5,1906,440000
111.5,7,1959,219950
252.7,9,1957,940000
171.9,6,1945,399950
217.4,9,1954,1568000
172.8,7,1969,528000
180.2,8,1956,545000
156.1,8,2004,575000
164.4,8,1979,235000
166.3,8,1998,272000
159.8,8,1969,380000
118.9,7,1949,195000
157.0,7,2002,297000
203.5,8,2003,349000
66.0,6,1942,320000
175.6,7,1962,319990
131.0,8,1909,439900
205.3,8,1995,429000
143.1,7,1998,272500
125.4,7,1959,400000
128.2,7,1916,462000
82.7,7,1947,510000
176.5,8,1988,550000
115.2,6,1969,150000
160.7,7,1969,460000
194.2,10,1986,632500
153.3,7,1969,361000
105.0,8,2004,437000
301.0,6,1950,370000
356.7,10,1998,884250
111.5,6,1969,225000
80.8,6,1949,235000
223.9,9,1916,767500
144.9,6,1928,1200000
223.9,9,1989,715000
213.7,7,1959,417000
129.1,7,1964,199000
271.3,8,1906,875000
127.3,7,1926,545000
88.3,6,1926,192500
287.1,10,1999,822500
222.0,9,1975,800000
192.3,9,1930,1250000
536.1,11,1980,3850000
135.6,7,1995,295000
140.3,8,2006,419000
481.2,11,1993,1195000
318.7,11,1995,750000
157.9,7,1953,502000
245.3,9,1960,1025000
111.5,6,1945,398500
171.9,7,1907,700000
140.3,7,1959,248000
197.9,7,1922,800000
245.3,9,2004,383000
278.7,8,1913,688000
173.7,7,1926,521000
92.0,7,1949,365000
186.3,7,1980,491000
188.6,8,1965,643000
139.4,7,1979,279000
142.1,7,1908,583500
184.9,7,2004,310000
131.9,7,1984,310000
130.1,6,1956,280000
173.7,7,2004,272000
282.4,9,1923,870000
166.3,7,1980,307000
147.7,7,1946,490000
190.5,7,1960,399950
392.1,10,1958,1635000
374.4,11,2000,989000
164.4,7,1983,264950
195.1,8,1979,491500
197.0,7,1984,345000
241.5,8,1969,339900
223.0,7,1905,852000
295.4,7,1968,585000
259.2,8,1977,723000
193.2,8,1990,594000
127.3,7,1987,405000
259.2,9,1997,725500
161.7,8,1955,800000
594.6,10,1966,1325000
167.2,7,1996,180500
167.2,7,1996,325000
110.6,7,1968,235000
79.9,7,1948,330000
228.5,8,1952,678500
183.9,7,1974,463000
62.2,6,1943,250000
131.0,8,1927,655000
172.8,8,1979,239900
91.0,7,1955,185000
282.4,9,1926,1735000
168.2,7,1977,251700
144.9,8,1964,400000
195.1,8,1955,735000
232.3,8,1942,1700000
48.3,5,1951,82500
279.6,10,2004,765000
198.8,7,1968,292500
222.0,7,1970,270000
140.3,7,1939,415000
205.3,7,1952,950000
201.6,7,1995,353000
166.3,8,2007,670950
129.1,7,1912,280950
171.9,8,1983,585000
137.5,8,1974,525000
171.9,8,1973,605000
311.2,9,2007,1010000
96.6,7,1942,245990
261.1,10,1985,535000
93.8,7,1911,410000
209.0,8,1988,550000
167.2,8,1972,665000
223.0,7,1940,455000
165.4,7,1922,440000
197.0,9,1979,332000
172.8,7,1989,280000
135.6,8,2006,570000
114.3,7,1957,250000
101.1,6,1952,238000
74.3,6,1949,265000
110.6,7,1959,306000
180.2,7,2002,345000
306.6,9,1971,765000
240.6,8,1998,346300
193.2,8,2002,342500
249.0,7,2000,501000
155.1,7,1990,270000
170.0,8,1930,638000
130.1,8,1908,460000
257.3,7,1953,760000
337.2,9,1972,1085000
96.6,6,1983,234000
249.9,10,1975,1650000
187.7,7,1938,488000
227.6,9,1963,1550000
188.6,7,1982,499000
134.7,7,1952,150000
223.0,8,1993,333000
266.6,8,1959,700000
124.5,7,1926,275000
156.1,7,1959,330000
171.9,7,1969,360000
113.3,7,1965,467000
215.5,9,1979,568000
299.1,8,1972,605000
296.4,9,2005,750000
327.9,10,1994,760000
190.5,7,1979,265000
159.8,7,1956,490000
264.8,8,2004,360000
210.9,7,1976,311750
174.7,8,1958,399000
257.3,8,1989,347000
417.1,12,1998,1680000
288.9,9,2005,585000
219.3,8,1992,340000
202.5,8,1994,612000
177.4,8,1980,230000
210.0,9,1989,604000
164.4,7,1959,250000
135.6,7,1989,258500
193.2,8,1940,783000
275.0,8,1958,1050000
299.1,9,2002,760000
105.9,7,1960,276000
154.2,8,1966,550000
132.9,7,1953,398000
169.1,8,1914,775000
328.9,8,1988,1027500
150.5,7,1905,327000
288.0,8,1995,564500
139.4,7,1905,782000
262.0,9,2005,398000
171.9,6,1915,257000
145.9,7,1984,235000
213.7,8,1979,453000
85.5,6,1954,535000
148.6,8,1993,275000
244.3,9,1996,665000
280.6,8,1977,670000
138.4,7,1966,465000
107.8,7,1970,210000
189.5,8,2001,265000
144.0,8,1987,426000
184.9,8,1966,529219
176.5,7,1969,600000
356.7,9,2001,875000
223.0,7,1956,608000
154.2,7,1973,220000
562.5,12,1996,1760000
188.6,8,1966,295450
78.0,7,1925,315000
134.7,7,1967,205000
135.6,7,1952,310000
186.7,9,1927,1000000
270.3,9,2006,525000
